+236159.219033 -0.000000
+217668.776213 +0.000000
+199933.176326 -0.000000
+217668.776213 +0.000000
+199933.176326 +0.000000
+182952.163832 +0.000000
+166725.992723 -0.000000
+182952.163826 -0.000000
+166725.992723 -0.000000
+151254.403641 +0.000000
+151254.403641 -0.000000
+136537.664606 +0.000000
+136537.664606 +0.000000
+122575.509226 -0.000000
+122575.509226 +0.000000
+109368.206726 +0.000000
+109368.206726 +0.000000
+96915.491479 -0.000000
+96915.491479 -0.000000
+187295.555734 -0.000000
+187289.490273 +0.000000
+187295.555734 +0.000000
+187289.490276 +0.000000
+187222.373509 +0.000000
+187283.956331 +0.000000
+187283.956331 +0.000000
+187278.947852 +0.000000
+187278.947852 -0.000000
+187222.373509 +0.000000
+187222.900723 +0.000000
+187222.900730 +0.000000
+187223.955161 +0.000000
+187223.955161 +0.000000
+187225.536813 -0.000000
+187225.536813 +0.000000
+187227.645680 +0.000000
+187227.645680 +0.000000
+187230.281761 +0.000000
+187230.281761 +0.000000
+187237.135544 +0.000000
+187233.445051 +0.000000
+187233.445051 -0.000000
+187237.135544 -0.000000
+187241.353219 +0.000000
+187241.353219 -0.000000
+187246.098006 +0.000000
+187246.098006 +0.000000
+187274.466521 +0.000000
+187274.466521 -0.000000
+187263.497387 +0.000000
+187270.512389 -0.000000
+187270.512389 -0.000000
+187251.369394 -0.000000
+187251.369394 +0.000000
+187267.085470 -0.000000
+187267.085470 -0.000000
+187264.185767 -0.000000
+187257.595526 -0.000000
+187257.172383 -0.000000
+187264.185767 +0.000000
+187257.172383 +0.000000
+187261.813281 +0.000000
+187261.813281 -0.000000
+187259.968013 -0.000000
+187259.968013 -0.000000
+187258.649965 -0.000000
+187258.649965 -0.000000
+187257.859136 +0.000000
+187257.859136 -0.000000
+85217.635876 +0.000000
+85217.635876 +0.000000
+74274.374429 -0.000000
+74274.374429 -0.000000
+64085.972214 -0.000000
+64085.972214 -0.000000
+54652.191978 +0.000000
+54652.191978 +0.000000
+45973.295840 -0.000000
+45973.295840 +0.000000
+38049.041775 -0.000000
+38049.041775 +0.000000
+70387.037089 -0.000000
+70380.682537 -0.000000
+70374.857504 -0.000000
+70380.682537 -0.000000
+70369.561951 -0.000000
+70374.857504 +0.000000
+70305.030413 -0.000000
+70369.561947 +0.000000
+70364.795747 -0.000000
+70364.795747 +0.000000
+70307.413354 -0.000000
+70305.295184 +0.000000
+70305.295184 -0.000000
+70307.413351 -0.000000
+70306.089495 +0.000000
+70306.089495 +0.000000
+70309.266765 -0.000000
+70309.266765 -0.000000
+70311.649768 -0.000000
+70311.649768 +0.000000
+70314.562566 -0.000000
+70314.562566 -0.000000
+70318.001050 -0.000000
+70318.001050 -0.000000
+70321.974924 -0.000000
+70360.558061 -0.000000
+70360.558061 +0.000000
+70356.858768 -0.000000
+70321.974924 -0.000000
+70326.476166 -0.000000
+70326.476166 -0.000000
+70331.506816 +0.000000
+70331.506816 -0.000000
+70356.858768 +0.000000
+70337.066980 +0.000000
+70337.066951 -0.000000
+70353.677631 +0.000000
+70353.677631 -0.000000
+70351.029423 -0.000000
+70343.156637 -0.000000
+70351.029422 -0.000000
+70343.156637 +0.000000
+70346.263272 -0.000000
+70348.911074 +0.000000
+70348.911074 +0.000000
+70345.733679 -0.000000
+70345.733679 -0.000000
+70346.263206 -0.000000
+70347.322364 +0.000000
+70347.322364 +0.000000
+30879.671606 +0.000000
+30879.671605 +0.000000
+26533.369912 -0.000000
+24478.047242 +0.000000
+24465.133684 +0.000000
+24465.133684 -0.000000
+24478.047242 +0.000000
+22506.788287 -0.000000
+22506.788287 +0.000000
+30743.720176 -0.000000
+30752.197873 +0.000000
+30752.197873 +0.000000
+30746.056620 -0.000000
+30740.449343 -0.000000
+30746.056667 +0.000000
+30740.449343 +0.000000
+30737.312911 +0.000000
+30737.312911 +0.000000
+30735.376045 +0.000000
+30735.376045 -0.000000
+30702.601078 -0.000000
+30702.067136 -0.000000
+30702.067136 -0.000000
+30702.601186 -0.000000
+30703.669091 -0.000000
+30703.669091 -0.000000
+30705.270833 -0.000000
+30705.270833 +0.000000
+30707.463769 +0.000000
+30707.463769 -0.000000
+30731.438920 -0.000000
+30731.438920 -0.000000
+30726.098776 +0.000000
+30730.836772 -0.000000
+30730.836772 -0.000000
+30710.078546 +0.000000
+30710.078546 +0.000000
+30726.098785 +0.000000
+30726.831538 -0.000000
+30726.831538 -0.000000
+30723.360369 +0.000000
+30723.360369 -0.000000
+30713.747502 -0.000000
+30721.292610 +0.000000
+30721.292610 +0.000000
+30713.282376 +0.000000
+30720.423466 +0.000000
+30720.423466 -0.000000
+30713.282376 -0.000000
+30718.019397 +0.000000
+30718.019397 -0.000000
+30717.020458 -0.000000
+30717.020458 +0.000000
+30716.150579 -0.000000
+30716.150583 +0.000000
+30714.815548 -0.000000
+30714.815548 +0.000000
+30714.014514 -0.000000
+30714.014514 +0.000000
+20619.315465 +0.000000
