-4.7848530984e+02, -6.1075468634e-01
-4.8395696012e+02, -5.9679487922e-01
-4.8930956827e+02, -5.8443310842e-01
-4.9455627469e+02, -5.7338618802e-01
-4.9970797027e+02, -5.6343700934e-01
-5.0477380466e+02, -5.5441586361e-01
-5.0976155515e+02, -5.4618785601e-01
-5.1979000188e+02, +7.2727024133e+01
-5.2431878867e+02, -5.2526979965e-01
-5.5200515906e+02, -4.9482472069e-01
-5.1952862677e+02, -5.3169598380e-01
-5.3731224059e+02, +7.1950841024e+01
-5.3373469097e+02, -5.1374796482e-01
-5.3836787083e+02, -5.0855682858e-01
-5.4295550734e+02, -5.0369340788e-01
-5.4750042090e+02, -4.9912537875e-01
-5.5200515906e+02, -4.9482472069e-01
-5.5647203214e+02, -4.9076700436e-01
-5.6090314311e+02, -4.8693081866e-01
-5.6530041273e+02, -4.8329730604e-01
-5.6966560099e+02, -4.7984978255e-01
-5.7400032528e+02, -4.7657342508e-01
-5.7830607606e+02, -4.7345501191e-01
-5.8414182412e+02, +6.5139496709e+01
-5.9106275952e+02, -4.6493493552e-01
-5.6090314311e+02, -4.8693081866e-01
-5.8683606359e+02, -4.6764587526e-01
-5.9526541938e+02, -4.6234122431e-01
-5.9944506963e+02, -4.5985688817e-01
-6.0360266883e+02, -4.5747478814e-01
-6.0773911377e+02, -4.5518841818e-01
-6.1185524484e+02, -4.5299183464e-01
-6.1595185091e+02, -4.5087959523e-01
-6.2002967355e+02, -4.4884670584e-01
-6.2408941094e+02, -4.4688857414e-01
-6.2813172128e+02, -4.4500096888e-01
-6.3215722592e+02, -4.4317998423e-01
-6.3616651218e+02, -4.4142200823e-01
-6.4084458788e+02, +6.0908115381e+01
-6.4810247455e+02, -4.3649385789e-01
-6.2813172128e+02, -4.4500096888e-01
-6.4413862349e+02, -4.3808193988e-01
-6.5205216324e+02, -4.3495676376e-01
-6.5598814026e+02, -4.3346815473e-01
-6.5991083442e+02, -4.3202569482e-01
-6.6382065402e+02, -4.3062720089e-01
-6.6771798824e+02, -4.2927062997e-01
-6.7160320833e+02, -4.2795406795e-01
-6.7547666872e+02, -4.2667571931e-01
-6.7933870809e+02, -4.2543389785e-01
-6.8318965029e+02, -4.2422701832e-01
-6.8702980521e+02, -4.2305358876e-01
-6.9085946964e+02, -4.2191220361e-01
-6.9467892798e+02, -4.2080153735e-01
-7.0459051608e+02, +5.9305801601e+01
-7.0985999329e+02, -4.1664204490e-01
-6.9053717532e+02, +5.6867749253e+01
-7.0228830630e+02, -4.1866742583e-01
