-3.6743941337e+02, -5.8128228945e-01
-3.3876438641e+02, -7.0473961157e-01
-3.7342028027e+02, +7.5411866385e+01
-3.7264319034e+02, -5.6720117868e-01
-3.7772765508e+02, -5.5488899190e-01
-3.8270722185e+02, -5.4400604724e-01
-3.8759363760e+02, -5.3429794363e-01
-3.9239662902e+02, -5.2556976290e-01
-3.9712436002e+02, -5.1766923607e-01
-4.0178376354e+02, -5.1047540412e-01
-4.0638078755e+02, -5.0389076835e-01
-4.1092058106e+02, -4.9783572583e-01
-4.1540763707e+02, -4.9224454166e-01
-4.1984590411e+02, -4.8706237951e-01
-4.2423887451e+02, -4.8224307600e-01
-4.3724136743e+02, +6.4562041741e+01
-4.4562243394e+02, -4.6239675285e-01
-4.2423887451e+02, -4.8224307600e-01
-4.3637920367e+02, +6.8746996100e+01
-4.4141526598e+02, -4.6589002725e-01
-4.4562243394e+02, -4.6239675285e-01
-4.4979883643e+02, -4.5909894509e-01
-4.5394616751e+02, -4.5597981096e-01
-4.5806597809e+02, -4.5302450138e-01
-4.6215969222e+02, -4.5021983072e-01
-4.6622862106e+02, -4.4755404439e-01
-4.7027397498e+02, -4.4501662494e-01
-4.7429687401e+02, -4.4259812943e-01
-4.7829835690e+02, -4.4029005223e-01
-4.8227938912e+02, -4.3808470865e-01
-4.9323554870e+02, +6.0916734276e+01
-5.0732340071e+02, +5.7224313638e+01
-4.8348705611e+02, +5.9010969012e+01
-4.9126926319e+02, +6.1568042546e+01
-4.9801612406e+02, -4.3016053921e-01
-5.0190726490e+02, -4.2837612305e-01
-5.0578254746e+02, -4.2666089838e-01
-5.0964258028e+02, -4.2501080692e-01
-5.1348793659e+02, -4.2342211154e-01
-5.1731915709e+02, -4.2189136438e-01
-5.2113675242e+02, -4.2041537873e-01
-5.2494120543e+02, -4.1899120421e-01
-5.2873297321e+02, -4.1761610475e-01
-5.3251248895e+02, -4.1628753907e-01
-5.3628016361e+02, -4.1500314322e-01
-5.4003638748e+02, -4.1376071508e-01
-5.4970804220e+02, +5.7628995034e+01
-5.5495393207e+02, -4.0917155977e-01
