-4.3360497918e+02, -6.1058749878e-01
-4.3906881462e+02, -5.9530023943e-01
-4.4440303673e+02, -5.8191640864e-01
-4.4962316084e+02, -5.7007152214e-01
-4.5474183957e+02, -5.5949248428e-01
-4.5976955641e+02, -5.4996996361e-01
-4.6471511615e+02, -5.4134036244e-01
-4.6958600074e+02, -5.3347366833e-01
-4.7843591378e+02, +7.4104789117e+01
-4.9003580533e+02, +6.9273990558e+01
-4.4440303673e+02, -5.8191640864e-01
-4.7912857752e+02, -5.1962885193e-01
-4.9496868126e+02, +6.8690145179e+01
-4.9301802465e+02, -5.0250362367e-01
-4.9755038980e+02, -4.9755544850e-01
-5.0203935352e+02, -4.9292187819e-01
-5.0648762301e+02, -4.8857180423e-01
-5.1089764291e+02, -4.8447826453e-01
-5.1527162959e+02, -4.8061775665e-01
-5.1961159997e+02, -4.7696968545e-01
-5.2391939573e+02, -4.7351591519e-01
-5.2819670393e+02, -4.7024040334e-01
-5.3244507451e+02, -4.6712889910e-01
-5.3666593543e+02, -4.6416869343e-01
-5.4896705054e+02, +6.7120788934e+01
-5.5329925275e+02, -4.5362985322e-01
-5.3244507451e+02, -4.6712889910e-01
-5.4709054491e+02, +6.3816818115e+01
-5.5329925275e+02, -4.5362985322e-01
-5.5740053455e+02, -4.5127658692e-01
-5.6148093300e+02, -4.4902110047e-01
-5.6554130569e+02, -4.4685714753e-01
-5.6958245608e+02, -4.4477902272e-01
-5.7360513813e+02, -4.4278150277e-01
-5.7761006047e+02, -4.4085979537e-01
-5.8159789006e+02, -4.3900949448e-01
-5.8556925552e+02, -4.3722654122e-01
-5.8952475012e+02, -4.3550718947e-01
-5.9346493449e+02, -4.3384797555e-01
-6.0288152493e+02, +6.5050710509e+01
-6.0908276926e+02, -4.2775169236e-01
-5.8955894636e+02, +5.7052793772e+01
-6.0270311069e+02, +5.9462063427e+01
-6.0908276926e+02, -4.2775169236e-01
-6.1295382723e+02, -4.2634938280e-01
-6.1681237469e+02, -4.2499105261e-01
-6.2065880073e+02, -4.2367461072e-01
-6.2449347607e+02, -4.2239810066e-01
-6.2831675430e+02, -4.2115968967e-01
-6.3212897288e+02, -4.1995765881e-01
-6.3593045419e+02, -4.1879039412e-01
-6.3972150645e+02, -4.1765637845e-01
-6.4350242449e+02, -4.1655418421e-01
-6.4727349061e+02, -4.1548246671e-01
-6.5103497527e+02, -4.1443995804e-01
-6.5641236350e+02, +6.3870968969e+01
-6.6473438619e+02, +5.7375523583e+01
-6.3212897288e+02, -4.1995765881e-01
-6.5853022685e+02, -4.1243784698e-01
-6.6929816460e+02, +5.8256243051e+01
-6.6970739481e+02, -4.0962588955e-01
-6.7341648630e+02, -4.0873566933e-01
-6.7711760891e+02, -4.0786752364e-01
-6.8081095899e+02, -4.0702063479e-01
-6.8449672569e+02, -4.0619422593e-01
-6.8817509126e+02, -4.0538755850e-01
-6.9184623146e+02, -4.0459992982e-01
-6.9551031580e+02, -4.0383067091e-01
-6.9916750788e+02, -4.0307914446e-01
-7.0281796567e+02, -4.0234474291e-01
-7.0646184176e+02, -4.0162688673e-01
-7.1009928359e+02, -4.0092502279e-01
-7.1373043372e+02, -4.0023862282e-01
-7.1735543001e+02, -3.9956718203e-01
-7.2690203599e+02, +5.6434306567e+01
-7.3045426961e+02, +5.5955881308e+01
-7.6042000064e+02, -3.9251989385e-01
-7.2097440587e+02, -3.9891021777e-01
-7.2819480865e+02, -3.9763789176e-01
-7.3539262690e+02, -3.9641818216e-01
-7.3898335799e+02, -3.9582705492e-01
-7.4256878529e+02, -3.9524791034e-01
-7.4614901576e+02, -3.9468039072e-01
-7.4972415323e+02, -3.9412415265e-01
